,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
1865,Shri Bholanath Carpets Limited,SHRIBCL,Shri Bholanath Carpets Ltd,Active,P ,10.00,INE151F01012,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing, Flooring",
1866,Cupid Limited,CUPID,CUPID LTD.-$,Active,B ,10.00,INE509F01011,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Personal Products,Personal Care,
1867,Sunshield Chemicals Ltd.,SUNSHIEL,SUNSHIELD CHEMICALS LTD.,Active,X ,10.00,INE199E01014,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
1868,GDL Leasing & Finance ltd.,GDLLEAS,GDL LEASING & FINANCE LTD.,Active,XT,10.00,INE545E01018,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1869,Chembond Chemicals Ltd.,CHEMBOND,CHEMBOND CHEMICALS LTD.-$,Active,B ,5.00,INE995D01025,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
1870,CAPITAL INDIA FINANCE LIMITED,CIFL,Capital India Finance Ltd,Active,X ,10.00,INE345H01016,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1871,Arunjyoti Bio Ventures Limited ,ABVL,Arunjyoti Bio Ventures Ltd,Active,XT,10.00,INE485K01014,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
1872,Super Crop Safe Ltd.,SUCROSA,SUPER CROP SAFE LTD.,Active,X ,2.00,INE366G01022,Chemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
1873,Alka India Ltd.,ALKA,ALKA INDIA LTD.,Active,XT,1.00,INE061B01020,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1874,N.G.Industries Ltd.,NGIND,N.G.INDUSTRIES LTD.-$,Active,X ,10.00,INE825C01018,Healthcare,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,
1875,Asia Pack Ltd.,ASIAPAK,ASIA PACK LTD.,Active,X ,10.00,INE784M01016,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1876,Sai Industries Ltd.,SAINDUS,SAI INDUSTRIES LTD.,Active,P ,10.00,INE213S01013,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1877,ERP Soft Systems Ltd.,ERPSOFT,ERP SOFT SYSTEMS LTD.,Active,XT,10.00,INE308B01017,Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
1878,"J.R. Foods Limited,",JRFOODS,J.R.FOODS LTD.,Active,XT,10.00,INE989E01018,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Edible Oil,
1879,R.R.Securities Ltd.,RRSECUR,R.R.SECURITIES LTD.,Active,P ,10.00,INE474H01014,Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
1880,Remsons Industries Ltd.,REMSONSIND,REMSONS INDUSTRIES LTD.,Active,B ,10.00,INE474C01015,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
1881,Ramsons Projects Ltd.,RAMSONS,RAMSONS PROJECTS LTD.,Active,XT,10.00,INE609D01014,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1882,Haryana Financial Corporation ltd.,HARAFIN,HARYANA FINANCIAL CORPORATION LTD.,Active,ZY,10.00,NA          ,Financial Services,Equity,Financial Services,Financial Services,Finance,Financial Institution,
1883,Euro Asia Exports Ltd.,EUROASIA,EURO ASIA EXPORTS LTD.,Active,P ,10.00,INE535P01015,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1884,Stanpacks (India) Ltd.,STANPACK,STANPACKS (INDIA) LTD.,Active,X ,10.00,INE457D01018,Capital ods,Equity,Industrials,Capital ods,IN070205,Packaging,
1885,Sri Adhikari Brothers Television Ne,SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,Active,T ,10.00,INE416A01036,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
1886,RAMINFO LIMITED,RAMINFO,RAMINFO LIMITED,Active,X ,10.00,INE357B01022,Information Technology,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
1887,Sunil Agro Foods ltd.,SUNILAGR,SUNIL AGRO FOODS LTD.-$,Active,X ,10.00,INE224D01012,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Other Agricultural Products,
1888,Diana Tea Co.Ltd.,DIANATEA,DIANA TEA CO.LTD.,Active,X ,5.00,INE012E01035,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Tea & Coffee,
1889,Vikas EcoTech Limited,VIKASECO,Vikas EcoTech Ltd,Active,B ,1.00,INE806A01020,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
1890,Indian Oil Corporation Ltd.,IOC,INDIAN OIL CORPORATION LTD.,Active,A ,10.00,INE242A01010,Oil- Gas & Consumable Fuels,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,
1891,Alfa Ica (India) Ltd,ALFAICA,ALFA ICA (INDIA) LTD.,Active,XT,10.00,INE042C01010,Capital ods,Equity,Industrials,Capital ods,IN070205,Plastic Products - Industrial,
1892,Shri Keshav Cements and Infra Limited,SKCIL,Shri Keshav Cements And Infra Ltd,Active,X ,10.00,INE260E01014,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
1893,India Home Loan Limited,INDIAHOME,INDIA HOME LOAN LTD.,Active,X ,10.00,INE274E01015,Financial Services,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,
1894,Roopa Industries Ltd.,ROOPAIND,ROOPA INDUSTRIES LTD.,Active,X ,10.00,INE443C01010,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
1895,Sarthak Global Ltd.,SARTHAKGL,SARTHAK GLOBAL LTD.,Active,XT,10.00,INE075H01019,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1896,Unique Organics Ltd.,UNIQUEO,UNIQUE ORGANICS LTD.,Active,X ,10.00,INE333E01019,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Other Agricultural Products,
1897,Balaji Amines Ltd.,BALAMINES,BALAJI AMINES LTD.-$,Active,A ,2.00,INE050E01027,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
1898,Swarna Securities Ltd.,SWRNASE,SWARNA SECURITIES LTD.,Active,X ,10.00,INE595G01018,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1899,Arihants Securities ltd.,ARISE,ARIHANT'S SECURITIES LTD.,Active,X ,10.00,INE190D01015,Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
1900,Visagar Financial Services Ltd,VISAGAR,VISAGAR FINANCIAL SERVICES LTD.,Active,X ,1.00,INE309H01038,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
1901,Libord Securities Ltd.,LIBORD,LIBORD SECURITIES LTD.,Active,XT,10.00,INE267E01019,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
1902,Justride Enterprises Limited,JRELTD,Justride Enterprises Ltd,Active,P ,10.00,INE432F01024,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,
1903,Competent Automobiles Co. Ltd.,COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,Active,X ,10.00,INE823B01015,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Trading - Automobiles,
1904,Dhanvantri Jeevan Rekha Ltd.,ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,Active,XT,10.00,INE239F01015,Healthcare,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,
1905,Neelkanth Rockminerals ltd.,NEELKAN,NEELKANTH ROCKMINERALS LTD.,Active,Z ,10.00,INE741D01015,Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,
1906,Vintage Securities Ltd.,VINTAGES,VINTAGE SECURITIES LTD.,Active,X ,10.00,INE153C01015,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1907,Oswal Overseas Ltd,OSWALOR,OSWAL OVERSEAS LTD.,Active,XT,5.00,INE906K01027,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Sugar,
1908,Contil India Limited,CONTILI,CONTIL INDIA LTD.,Active,XT,10.00,INE080G01011,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1909,Vijay Solvex Ltd.,VIJSOLX,VIJAY SOLVEX LTD.,Active,XT,10.00,INE362D01010,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Edible Oil,
1910,Shri Krishna Devcon Limited,SHRIKRISH,SHRI KRISHNA DEVCON LTD.,Active,X ,10.00,INE997I01012,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
1911,Alankit Limited,ALANKIT,Alankit Ltd,Active,B ,1.00,INE914E01040,Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
1912,Nihar Info Global Ltd.,NIHARINF,NIHAR INFO GLOBAL LTD.,Active,X ,10.00,INE876E01033,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Software Products,
1913,United Credit ltd.,UNITDCR,UNITED CREDIT LTD.,Active,X ,10.00,INE858C01027,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1914,OM INFRA LIMITED,OMINFRAL,OM Infra Ltd,Active,B ,1.00,INE239D01028,Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
1915,Rubra Medicaments Ltd.,RUBRAME,RUBRA MEDICAMENTS LTD.,Active,X ,10.00,INE396H01019,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
1916,Ishan Dyes & Chemicals Ltd.,ISHANCH,ISHAN DYES & CHEMICALS LTD.,Active,X ,10.00,INE561M01018,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
1917,Gothi Plascon (India) Ltd.,GOTHIPL,GOTHI PLASCON (INDIA) LTD.,Active,P ,10.00,INE538G01018,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware,
1918,BALU FORGE INDUSTRIES LIMITED,BALUFORGE,Balu Forge Industries Ltd,Active,X ,10.00,INE011E01029,Capital ods,Equity,Industrials,Capital ods,Industrial Manufacturing,Industrial Machinery,
1919,Ceenik Exports (india) Ltd.,CEENIK,CEENIK EXPORTS (INDIA) LTD.,Active,XT,10.00,INE418D01010,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
1920,Patel Engineering Ltd,PATELENG,PATEL ENGINEERING LTD.-$,Active,B ,1.00,INE244B01030,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
1921,MENA MANI INDUSTRIES LIMITED,MENAMANI,Mena Mani Industries Ltd,Active,X ,10.00,INE148B01025,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1922,Inani Marbles & Industries Ltd.,INANI,INANI MARBLES & INDUSTRIES LTD.,Active,X ,2.00,INE635D01027,Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,
1923,Gemstone Investments Ltd.,GEMSI,GEMSTONE INVESTMENTS LTD.,Active,X ,1.00,INE503D01027,Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
1924,Medicamen Biotech Ltd.,MEDICAMEQ,MEDICAMEN BIOTECH LTD.-$,Active,B ,10.00,INE646B01010,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
1925,Alicon Castalloy Limited,ALICON,Alicon Castalloy Limited,Active,B ,5.00,INE062D01024,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
1926,Diligent Industries Limited,DILIGENT,DILIGENT INDUSTRIES LTD.,Active,X ,5.00,INE650C01028,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Edible Oil,
1927,Epsom Properties Limited,EPSOMPRO,EPSOM PROPERTIES LTD.,Active,X ,10.00,INE601F01016,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
1928,Alfavision Overseas (India) Ltd.,ALFAVIO,ALFAVISION OVERSEAS (INDIA) LTD.,Active,X ,10.00,INE883B01019,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1929,Organic Coatings Ltd.,ORGCOAT,ORGANIC COATINGS LTD.,Active,X ,10.00,INE412E01011,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
1930,Catvision Limited,CATVISION,Catvision Limited,Active,XT,10.00,INE660B01011,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1931,ABM Knowledgeware Ltd.,ABMKNO,ABM KNOWLEDGEWARE LTD.,Active,X ,5.00,INE850B01026,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Software Products,
1932,Emami Ltd,EMAMILTD,EMAMI LTD.-$,Active,A ,1.00,INE548C01032,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Personal Products,Personal Care,
1933,Kemistar Corporation Limited,KEMISTAR,Kemistar Corporation Limited,Active,X ,10.00,INE971L01029,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
1934,SKP Securities Ltd.,SKPSEC,SKP SECURITIES LTD.,Active,X ,10.00,INE709B01016,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1935,Pranavaditya Spg Mills Ltd.,PRANAVSP,PRANAVADITYA SPINNING MILLS LTD.,Active,X ,10.00,INE569D01028,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1936,Syschem (India) Ltd.,SYSCHEM,SYSCHEM (INDIA) LTD.,Active,X ,10.00,INE121D01036,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
1937,BLS Infotech Limited,BLSINFOTE,BLS INFOTECH LTD.,Active,XT,1.00,INE606B01022,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Software Products,
1938,Mefcom Capital Markets Ltd.,MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,Active,X ,10.00,INE186C01015,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1939,Hemang Resources Limited,HEMANG,Hemang Resources Ltd,Active,XT,10.00,INE930A01010,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1940,Arman Financial Services Limited,ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,Active,B ,10.00,INE109C01017,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1941,Tavernier Resources Limited,TAVERNIER,Tavernier Resources Limi,Active,XT,10.00,INE355H01015,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1942,Dhanada Corporatin Limited,DHANADACO,DHANADA CORPORATION LTD.,Active,XT,1.00,INE041F01015,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,
1943,Glance Finance Ltd.,GLANCE,GLANCE FINANCE LTD.,Active,X ,10.00,INE580D01017,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1944,Shilchar Technologies Ltd.,SHILCTECH,SHILCHAR TECHNOLOGIES LTD.,Active,X ,10.00,INE024F01011,Capital ods,Equity,Industrials,Capital ods,Electrical Equipment,Other Electrical Equipment,
1945,TRADEWELL HOLDINGS LIMITED,TRADEWELL,Tradewell Holdings Ltd,Active,XT,10.00,INE819G01012,Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services,
1946,TINE AGRO LIMITED,TINEAGRO,Tine Agro Ltd,Active,XT,10.00,INE179O01015,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1947,Nucleus Software Exports Ltd,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,Active,B ,10.00,INE096B01018,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Software Products,
1948,Colinz Laboratories ltd.,COLINZ,COLINZ LABORATORIES LTD.,Active,XT,10.00,INE923C01011,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
1949,Wellness Noni Limited,WELLNESS,WELLNESS NONI LTD.,Active,P ,10.00,INE571H01017,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
1950,Nalin Lease Finance Ltd.,NLFL,NALIN LEASE FINANCE LTD.,Active,X ,10.00,INE606C01012,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1951,Manappuram Finance Limited,MANAPPURAM,MANAPPURAM FINANCE LTD.,Active,A ,2.00,INE522D01027,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1952,RTS Power Corporation Ltd.,RTSPOWR,RTS POWER CORPORATION LTD.,Active,X ,10.00,INE005C01017,Capital ods,Equity,Industrials,Capital ods,Electrical Equipment,Other Electrical Equipment,
1953,Comfort Intech Ltd,COMFINTE,COMFORT INTECH LTD.-$,Active,X ,10.00,INE819A01031,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Beverages,Breweries & Distilleries,
1954,Anjani Synthetics Limited,ANJANI,ANJANI SYNTHETICS LTD.-$,Active,X ,10.00,INE364D01032,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
1955,XTGLOBAL INFOTECH LIMITED,XTGLOBAL,Xtglobal Infotech Ltd,Active,X ,1.00,INE547B01028,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
1956,Deco-Mica Ltd.,DECOMIC,DECO-MICA LTD.,Active,P ,10.00,INE907E01010,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
1957,Rander Corporation Ltd.,RANDER,RANDER CORPORATION LTD.,Active,X ,10.00,INE821D01031,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1958,Rasi Electrodes Ltd.,RASIELEC,RASI ELECTRODES LTD.,Active,X ,2.00,INE822D01021,Capital ods,Equity,Industrials,Capital ods,Industrial Manufacturing,Industrial Equipments,
1959,SCOOBEE DAY GARMENTS (INDIA) LIMITED,SCOOBEEDAY,Scoobee Day Garments (India) Ltd,Active,X ,10.00,INE962E01015,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
1960,Citiport Financial Services Ltd.,CITIPOR,CITIPORT FINANCIAL SERVICES LTD.,Active,XT,10.00,INE494D01011,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1961,Dhruva Capital Services Ltd.,DHRUVCA,DHRUVA CAPITAL SERVICES LTD.,Active,X ,10.00,INE972E01014,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
1962,Shamrock Industrial Co. Ltd.,SHAMROIN,SHAMROCK INDUSTRIAL CO.LTD.,Active,XT,10.00,INE022F01015,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
1963,LINC LIMITED,LINC,Linc Ltd-$,Active,B ,10.00,INE802B01019,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Household Products,Stationary,
1964,Prima Industries Ltd.,PRIMAIN,PRIMA INDUSTRIES LTD.,Active,XT,10.00,INE723N01012,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Edible Oil,
1965,ANERI FINCAP LIMITED,ANERI,Aneri Fincap Ltd,Active,X ,10.00,INE720D01019,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
